mean_fee,service_count,above_cap,sa3_code,sa3_name,sa4_code,sa4_name,file_source,year,month,date,city,cccpi,cpi,base_fee,index_fee,base_cccpi,index_cccpi,base_cpi,index_cpi,base_prescpi,index_prescpi,adj_fee,prop_above,aprox_sub,sub_lvl
10.21,33,2,50604,Gosnells,506,"Perth - South
East",december_quarter_2019_0.xlsx,2019,12,2019-12-01,per,154.4,113.1,9.64,105.91286307053942,145,106.48275862068967,111.3,101.61725067385444,137.9,82.01595358955764,8.373828861493836,0.06060606060606061,-0.5698955501502496,control
10.04,12,0,50605,Kalamunda,506,"Perth - South
East",december_quarter_2019_0.xlsx,2019,12,2019-12-01,per,154.4,113.1,9.58,104.80167014613777,145,106.48275862068967,111.3,101.61725067385444,137.9,82.01595358955764,8.234401740391586,0,-1.681088474551899,control
9.57,8,0,50606,"Serpentine -
Jarrahdale",506,"Perth - South
East",december_quarter_2019_0.xlsx,2019,12,2019-12-01,per,154.4,113.1,9.09,105.28052805280528,145,106.48275862068967,111.3,101.61725067385444,137.9,82.01595358955764,7.848926758520666,0,-1.202230567884385,control
11.62,14,6,50607,South Perth,506,"Perth - South
East",december_quarter_2019_0.xlsx,2019,12,2019-12-01,per,154.4,113.1,11.08,104.87364620938628,145,106.48275862068967,111.3,101.61725067385444,137.9,82.01595358955764,9.530253807106597,0.42857142857142855,-1.6091124113033857,control
10.62,30,1,50701,Cockburn,507,"Perth - South
West",december_quarter_2019_0.xlsx,2019,12,2019-12-01,per,154.4,113.1,10.05,105.67164179104476,145,106.48275862068967,111.3,101.61725067385444,137.9,82.01595358955764,8.71009427121102,0.03333333333333333,-0.8111168296449023,control
10.78,14,1,50702,Fremantle,507,"Perth - South
West",december_quarter_2019_0.xlsx,2019,12,2019-12-01,per,154.4,113.1,10.47,102.9608404966571,145,106.48275862068967,111.3,101.61725067385444,137.9,82.01595358955764,8.841319796954313,0.07142857142857142,-3.5219181240325668,control
10.07,10,1,50703,Kwinana,507,"Perth - South
West",december_quarter_2019_0.xlsx,2019,12,2019-12-01,per,154.4,113.1,9.65,104.35233160621762,145,106.48275862068967,111.3,101.61725067385444,137.9,82.01595358955764,8.259006526468454,0.1,-2.1304270144720476,control
11.67,26,12,50704,Melville,507,"Perth - South
West",december_quarter_2019_0.xlsx,2019,12,2019-12-01,per,154.4,113.1,11.23,103.91807658058771,145,106.48275862068967,111.3,101.61725067385444,137.9,82.01595358955764,9.571261783901376,0.46153846153846156,-2.5646820401019568,control
9.36,32,0,50705,Rockingham,507,"Perth - South
West",december_quarter_2019_0.xlsx,2019,12,2019-12-01,per,154.4,113.1,8.83,106.0022650056625,145,106.48275862068967,111.3,101.61725067385444,137.9,82.01595358955764,7.6766932559825944,0,-0.4804936150271715,control
9.55,13,0,60102,"Hobart - North
East",601,Hobart,december_quarter_2019_0.xlsx,2019,12,2019-12-01,hob,158.5,111.5,9.24,103.35497835497836,151,104.96688741721856,111,100.45045045045045,133.7,83.39566192969335,7.964285714285715,0,-1.6119090622402013,control
9.68,9,0,60103,"Hobart - North
West",601,Hobart,december_quarter_2019_0.xlsx,2019,12,2019-12-01,hob,158.5,111.5,9.39,103.08839190628328,151,104.96688741721856,111,100.45045045045045,133.7,83.39566192969335,8.072700074794316,0,-1.8784955109352808,control
8.56,7,0,60104,"Hobart - South
and West",601,Hobart,december_quarter_2019_0.xlsx,2019,12,2019-12-01,hob,158.5,111.5,8.28,103.3816425120773,151,104.96688741721856,111,100.45045045045045,133.7,83.39566192969335,7.13866866118175,0,-1.585244905141252,control
9.53,26,0,60105,Hobart Inner,601,Hobart,december_quarter_2019_0.xlsx,2019,12,2019-12-01,hob,158.5,111.5,9.19,103.69967355821545,151,104.96688741721856,111,100.45045045045045,133.7,83.39566192969335,7.947606581899776,0,-1.2672138590031068,control
9.68,11,1,70101,Darwin City,701,Darwin,december_quarter_2019_0.xlsx,2019,12,2019-12-01,dar,138.5,116.7,9.44,102.54237288135593,132.5,104.52830188679246,113.6,102.72887323943662,138.9,84.01727861771059,8.132872570194385,0.09090909090909091,-1.9859290054365317,control
9.21,28,0,70102,Darwin Suburbs,701,Darwin,december_quarter_2019_0.xlsx,2019,12,2019-12-01,dar,138.5,116.7,9.07,101.5435501653804,132.5,104.52830188679246,113.6,102.72887323943662,138.9,84.01727861771059,7.737991360691146,0,-2.984751721412067,control
9.43,20,0,70104,Palmerston,701,Darwin,december_quarter_2019_0.xlsx,2019,12,2019-12-01,dar,138.5,116.7,8.97,105.12820512820511,132.5,104.52830188679246,113.6,102.72887323943662,138.9,84.01727861771059,7.922829373650108,0,0.5999032414126475,control
11.97,28,13,80105,North Canberra,801,"Australian
Capital Territory",december_quarter_2019_0.xlsx,2019,12,2019-12-01,can,137.6,115,11.42,104.81611208406305,127,108.34645669291339,113.1,101.67992926613617,137.3,83.75819373634376,10.025855790240348,0.4642857142857143,-3.530344608850342,control
11.97,25,10,80106,South Canberra,801,"Australian
Capital Territory",december_quarter_2019_0.xlsx,2019,12,2019-12-01,can,137.6,115,11.43,104.72440944881892,127,108.34645669291339,113.1,101.67992926613617,137.3,83.75819373634376,10.025855790240348,0.4,-3.6220472440944746,control
11.26,68,17,11501,Baulkham Hills,115,"Sydney -
Baulkham Hills
and Hawkesbury",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,10.37,108.5824493731919,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,9.462591267000716,0.25,2.545517555010079,control
10.72,17,3,11502,"Dural - Wisemans
Ferry",115,"Sydney -
Baulkham Hills
and Hawkesbury",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,9.99,107.30730730730731,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,9.008790264853259,0.17647058823529413,1.2703754891254846,control
9.96,6,0,11503,Hawkesbury,115,"Sydney -
Baulkham Hills
and Hawkesbury",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,9.11,109.33040614709113,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,8.370107372942021,0,3.293474328909298,control
10.44,23,0,11504,"Rouse Hill -
McGraths Hill",115,"Sydney -
Baulkham Hills
and Hawkesbury",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,9.62,108.52390852390852,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,8.773486041517538,0,2.48697670572669,control
9.68,62,2,11601,Blacktown,116,"Sydney -
Blacktown",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,9.07,106.72546857772878,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,8.134803149606299,0.03225806451612903,0.6885367595469489,control
10.48,43,3,11602,Blacktown - North,116,"Sydney -
Blacktown",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,9.71,107.92996910401646,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,8.807100930565499,0.06976744186046512,1.8930372858346374,control
9.33,43,0,11603,Mount Druitt,116,"Sydney -
Blacktown",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,8.82,105.78231292517006,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,7.84067287043665,0,-0.25461889301176654,control
10.87,20,1,11701,Botany,117,"Sydney - City
and Inner South",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,10.38,104.72061657032754,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,9.134846098783107,0.05,-1.3163152478542912,control
12.26,22,14,11702,"Marrickville -
Sydenham -
Petersham",117,"Sydney - City
and Inner South",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,11.62,105.50774526678141,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,10.302963493199714,0.6363636363636364,-0.5291865514004144,control
12.93,108,70,11703,Sydney Inner City,117,"Sydney - City
and Inner South",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,12.47,103.68885324779471,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,10.866012884753042,0.6481481481481481,-2.3480785703871163,control
14.37,67,63,11801,"Eastern Suburbs
- North",118,"Sydney -
Eastern Suburbs",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,13.86,103.67965367965368,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,12.0761488904796,0.9402985074626866,-2.3572781385281445,control
12.65,69,46,11802,"Eastern Suburbs
- South",118,"Sydney -
Eastern Suburbs",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,12.26,103.18107667210441,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,10.630708661417325,0.6666666666666666,-2.855855146077417,control
10.14,99,5,11901,Bankstown,119,"Sydney - Inner
South West",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,9.46,107.18816067653276,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,8.52137437365784,0.050505050505050504,1.1512288583509331,control
9.92,72,3,11902,Canterbury,119,"Sydney - Inner
South West",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,9.38,105.75692963752665,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,8.336492483894059,0.041666666666666664,-0.280002180655174,control
10.79,60,9,11903,Hurstville,119,"Sydney - Inner
South West",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,10.2,105.7843137254902,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,9.067616320687186,0.15,-0.25261809269163393,control
10.31,58,3,11904,"Kogarah -
Rockdale",119,"Sydney - Inner
South West",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,9.75,105.74358974358975,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,8.66423765211167,0.05172413793103448,-0.2933420745920756,control
12.09,38,21,12001,Canada Bay,120,"Sydney - Inner
West",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,11.47,105.40540540540539,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,10.160100214745885,0.5526315789473685,-0.631526412776438,control
13.44,34,28,12002,Leichhardt,120,"Sydney - Inner
West",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,12.94,103.86398763523957,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,11.294602720114531,0.8235294117647058,-2.1729441829422598,control
11.59,66,23,12003,"Strathfield -
Burwood -
Ashfield",120,"Sydney - Inner
West",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,11,105.36363636363637,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,9.739914101646386,0.3484848484848485,-0.6732954545454533,control
13.07,68,46,12101,"Chatswood -
Lane Cove",121,"Sydney - North
Sydney and
Hornsby",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,12.58,103.89507154213035,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,10.983664996420902,0.6764705882352942,-2.1418602760514744,control
11.46,43,13,12102,Hornsby,121,"Sydney - North
Sydney and
Hornsby",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,10.7,107.10280373831777,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,9.630665712240518,0.3023255813953488,1.0658719201359474,control
13.77,50,45,12103,Ku-ring-gai,121,"Sydney - North
Sydney and
Hornsby",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,13.29,103.61173814898422,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,11.5719255547602,0.9,-2.4251936691976113,control
14.55,41,39,12104,"North Sydney -
Mosman",121,"Sydney - North
Sydney and
Hornsby",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,14.26,102.03366058906032,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,12.227415891195422,0.9512195121951219,-4.003271229121509,control
13.59,21,17,12201,Manly,122,"Sydney -
Northern
Beaches",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,13.36,101.72155688622755,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,11.420658554044383,0.8095238095238095,-4.315374931954281,control
11.92,21,10,12202,Pittwater,122,"Sydney -
Northern
Beaches",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,11.24,106.04982206405693,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,10.017236936292056,0.47619047619047616,0.012890245875098572,control
11.52,73,20,12203,Warringah,122,"Sydney -
Northern
Beaches",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,11.17,103.13339301700985,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,9.681088045812457,0.273972602739726,-2.903538801171976,control
9.58,37,0,12301,Camden,123,"Sydney - Outer
South West",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,9.06,105.73951434878586,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,8.0507659269864,0,-0.2974174693959668,control
9.11,79,1,12302,"Campbelltown
(NSW)",123,"Sydney - Outer
South West",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,8.38,108.71121718377086,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,7.655790980672871,0.012658227848101266,2.6742853655890286,control
8.22,18,0,12303,Wollondilly,123,"Sydney - Outer
South West",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,7.61,108.01576872536135,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,6.907859699355763,0,1.9788369071795273,control
9.69,24,0,12401,Blue Mountains,124,"Sydney - Outer
West and Blue
Mountains",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,9.07,106.83572216097022,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,8.14320687186829,0,0.7987903427883936,control
9.84,76,0,12403,Penrith,124,"Sydney - Outer
West and Blue
Mountains",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,9.12,107.89473684210526,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,8.26926270579814,0,1.857805023923433,control
9.51,20,0,12404,"Richmond -
Windsor",124,"Sydney - Outer
West and Blue
Mountains",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,8.67,109.68858131487889,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,7.9919398711524705,0,3.651649496697061,control
9.64,23,0,12405,St Marys,124,"Sydney - Outer
West and Blue
Mountains",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,8.71,110.67738231917336,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,8.10118826055834,0,4.640450500991534,control
10.8,31,6,12501,Auburn,125,"Sydney -
Parramatta",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,10.25,105.3658536585366,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,9.076020042949178,0.1935483870967742,-0.6710781596452335,control
10.9,27,3,12502,Carlingford,125,"Sydney -
Parramatta",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,10.4,104.8076923076923,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,9.160057265569078,0.1111111111111111,-1.2292395104895206,control
9.67,85,2,12503,"Merrylands -
Guildford",125,"Sydney -
Parramatta",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,8.99,107.56395995550612,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,8.12639942734431,0.023529411764705882,1.5270281373242938,control
10.03,78,6,12504,Parramatta,125,"Sydney -
Parramatta",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,9.55,105.02617801047118,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,8.428933428775949,0.07692307692307693,-1.0107538077106426,control
11.55,21,8,12601,"Pennant Hills -
Epping",126,Sydney - Ryde,march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,11.05,104.52488687782807,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,9.706299212598427,0.38095238095238093,-1.5120449403537606,control
12.05,67,36,12602,"Ryde - Hunters
Hill",126,Sydney - Ryde,march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,11.24,107.20640569395019,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,10.126485325697926,0.5373134328358209,1.169473875768361,control
9.45,60,2,12701,"Bringelly - Green
Valley",127,"Sydney - South
West",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,8.78,107.63097949886105,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,7.9415175375805305,0.03333333333333333,1.5940476806792248,control
9.47,70,4,12702,Fairfield,127,"Sydney - South
West",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,9.01,105.10543840177581,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,7.958324982104512,0.05714285714285714,-0.9314934164060134,control
9.42,63,3,12703,Liverpool,127,"Sydney - South
West",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,8.66,108.7759815242494,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,7.916306370794561,0.047619047619047616,2.7390497060675756,control
10.75,60,6,12801,"Cronulla -
Miranda -
Caringbah",128,"Sydney -
Sutherland",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,10.25,104.8780487804878,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,9.034001431639227,0.1,-1.1588830376940251,control
10.02,63,3,12802,"Sutherland -
Menai -
Heathcote",128,"Sydney -
Sutherland",march_quarter_2020_0.xlsx,2020,3,2020-03-01,syd,149.3,117.4,9.54,105.0314465408805,140.8,106.03693181818183,115.2,101.90972222222223,139.7,84.0372226198998,8.420529706513959,0.047619047619047616,-1.0054852773013323,control
11.44,32,6,20601,"Brunswick -
Coburg",206,"Melbourne -
Inner",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,10.68,107.11610486891385,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,9.660444444444444,0.1875,-6.020426496399807,control
11.95,18,9,20602,Darebin - South,206,"Melbourne -
Inner",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,11.37,105.10114335971856,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,10.091111111111111,0.5,-8.035388005595095,control
11.66,23,8,20603,Essendon,206,"Melbourne -
Inner",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,10.94,106.58135283363804,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,9.846222222222222,0.34782608695652173,-6.555178531675622,control
12.31,48,28,20604,Melbourne City,206,"Melbourne -
Inner",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,11.86,103.79426644182126,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,10.395111111111111,0.5833333333333334,-9.342264923492394,control
12.46,36,24,20605,Port Phillip,206,"Melbourne -
Inner",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,11.98,104.00667779632722,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,10.521777777777778,0.6666666666666666,-9.129853568986434,control
12.94,13,10,20606,"Stonnington -
West",206,"Melbourne -
Inner",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,12.24,105.71895424836602,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,10.92711111111111,0.7692307692307693,-7.4175771169476405,control
11.96,35,16,20607,Yarra,206,"Melbourne -
Inner",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,11.39,105.00438981562775,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,10.099555555555556,0.45714285714285713,-8.132141549685912,control
12.61,46,31,20701,Boroondara,207,"Melbourne -
Inner East",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,12.15,103.78600823045268,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,10.648444444444443,0.6739130434782609,-9.350523134860978,control
10.98,26,3,20702,"Manningham -
West",207,"Melbourne -
Inner East",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,10.46,104.97131931166348,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,9.272,0.11538461538461539,-8.16521205365018,control
11.75,30,11,20703,"Whitehorse -
West",207,"Melbourne -
Inner East",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,11.23,104.63045414069457,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,9.922222222222222,0.36666666666666664,-8.50607722461909,control
12.7,34,23,20801,Bayside,208,"Melbourne -
Inner South",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,12.35,102.83400809716599,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,10.724444444444444,0.6764705882352942,-10.302523268147667,control
12.57,56,37,20802,Glen Eira,208,"Melbourne -
Inner South",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,12.24,102.69607843137254,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,10.614666666666666,0.6607142857142857,-10.440452933941117,control
11.5,38,12,20803,Kingston,208,"Melbourne -
Inner South",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,10.99,104.6405823475887,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,9.71111111111111,0.3157894736842105,-8.495949017724953,control
12.11,9,5,20804,"Stonnington -
East",208,"Melbourne -
Inner South",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,11.84,102.28040540540539,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,10.226222222222221,0.5555555555555556,-10.856125959908269,control
11.25,32,6,20901,Banyule,209,"Melbourne -
North East",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,10.77,104.45682451253482,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,9.5,0.1875,-8.679706852778835,control
10.93,27,2,20902,Darebin - North,209,"Melbourne -
North East",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,10.48,104.29389312977098,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,9.229777777777777,0.07407407407407407,-8.84263823554268,control
10.88,20,4,20903,"Nillumbik -
Kinglake",209,"Melbourne -
North East",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,10.31,105.52861299709019,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,9.187555555555555,0.2,-7.607918368223466,control
10.07,61,3,20904,"Whittlesea -
Wallan",209,"Melbourne -
North East",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,9.39,107.24174653887113,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,8.503555555555556,0.04918032786885246,-5.894784826442532,control
10.57,13,3,21001,Keilor,210,"Melbourne -
North West",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,9.98,105.9118236472946,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,8.925777777777778,0.23076923076923078,-7.2247077180190615,control
10.19,7,0,21002,Macedon Ranges,210,"Melbourne -
North West",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,9.71,104.94335736354272,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,8.604888888888889,0,-8.193174001770942,control
10.8,16,1,21003,Moreland - North,210,"Melbourne -
North West",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,10.14,106.50887573964498,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,9.12,0.0625,-6.62765562566868,control
9.69,14,0,21004,Sunbury,210,"Melbourne -
North West",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,9.12,106.25,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,8.182666666666666,0,-6.886531365313658,control
10.22,49,1,21005,"Tullamarine -
Broadmeadows",210,"Melbourne -
North West",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,9.42,108.49256900212313,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,8.630222222222223,0.02040816326530612,-4.643962363190525,control
10.57,44,3,21101,Knox,211,"Melbourne -
Outer East",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,10.25,103.1219512195122,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,8.925777777777778,0.06818181818181818,-10.01458014580146,control
10.93,5,1,21102,"Manningham -
East",211,"Melbourne -
Outer East",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,10.3,106.11650485436893,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,9.229777777777777,0.2,-7.0200265109447315,control
10.46,38,1,21103,Maroondah,211,"Melbourne -
Outer East",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,9.8,106.73469387755101,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,8.832888888888888,0.02631578947368421,-6.4018374877626485,control
11.03,21,3,21104,Whitehorse - East,211,"Melbourne -
Outer East",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,10.26,107.50487329434696,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,9.31422222222222,0.14285714285714285,-5.631658070966694,control
10.26,35,3,21105,Yarra Ranges,211,"Melbourne -
Outer East",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,9.35,109.73262032085562,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,8.664,0.08571428571428572,-3.4039110444580416,control
9.59,33,0,21201,Cardinia,212,"Melbourne -
South East",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,9.04,106.08407079646018,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,8.098222222222223,0,-7.052460568853476,control
10.18,35,2,21202,Casey - North,212,"Melbourne -
South East",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,9.61,105.93132154006244,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,8.596444444444444,0.05714285714285714,-7.205209825251217,control
9.77,61,0,21203,Casey - South,212,"Melbourne -
South East",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,9.32,104.8283261802575,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,8.250222222222222,0,-8.308205185056153,control
10.31,48,1,21204,Dandenong,212,"Melbourne -
South East",march_quarter_2020_0.xlsx,2020,3,2020-03-01,mel,153.3,117.8,9.56,107.84518828451883,135.5,113.13653136531366,114.6,102.79232111692845,139.5,84.44444444444444,8.706222222222223,0.020833333333333332,-5.291343080794832,control
